furniture-10000101,ハロウィン-ゴシック・ベッド
furniture-20002602,回転しないことは階級の差を意味するが、庶民の優位性は昼寝をしていても椅子が転がっていかないことにある。
furniture-10002603,いつもの部室-パイプチェア
furniture-20002603,回転しないことは階級の差を意味するが、庶民の優位性は昼寝をしていても椅子が転がっていかないところにある。
furniture-10002604,いつもの部室-ドラム&ギター
furniture-20002604,アニメのことは忘れろ。滑舌の悪いボーカルと、180kgのドラマーだけが雰囲気を盛り上げられるのだから。
furniture-10002605,いつもの部室-ホワイトボード
furniture-20002605,書かれている内容の90%はくだらないものだが、最高のインスピレーションはまさに無数のくだらない考えの中から生まれる。
furniture-10002606,いつもの部室-コピー機
furniture-20002606,学生たちを苦しめる問題用紙や通知表は、すべてこの機械から吐き出されている！
furniture-10002607,いつもの部室-本棚
furniture-20002607,中に何が入っているかを気にかける人はほとんどいない。ただ命令待ちで暇なときを除いては。
furniture-10002608,いつもの部室-ウッディタイル
furniture-20002608,簡素で丈夫な床。俯いていても、通り過ぎたのが学生か教師かはすぐに分かる。
furniture-10002609,いつもの部室-オフィスデスク
furniture-20002609,悩みがあるなら言ってみなよ。私たち今暇してて、そういう面白い話を待ってたんだから。
furniture-10002610,いつもの部室-PCデスク
furniture-20002610,体裁ぶってるだけだよ。パソコンなんて、サボる時ぐらいしか使わないもん！
furniture-10002611,いつもの部室-白レンガ
furniture-20002611,その洗練されたデザインは、人を厳かな気持ちにさせる。大人たちも、子どもが神を崇めるかのように自分たちを敬うことを望んでいるのだ。
furniture-10002612,いつもの部室-肖像画
furniture-20002612,組織の上層部たちの肖像画。命令は宗教ではないし、我々は道徳を標榜することもない。
furniture-10002613,いつもの部室-部室の窓
furniture-20002613,窓外の世界はどうだっていい。今この瞬間を大切に生きようじゃないか。
furniture-10041010,手術台Lv0
furniture-20041010,
furniture-10041011,手術台Lv1
furniture-20041011,
furniture-10041012,手術台Lv2
furniture-20041012,
furniture-10041013,手術台Lv3
furniture-20041013,
furniture-10041020,キャットタワーLv0
furniture-20041020,
furniture-10041021,キャットタワーLv1
furniture-20041021,
furniture-10041022,キャットタワーLv2
furniture-20041022,
furniture-10041023,キャットタワーLv3
furniture-20041023,
furniture-10041030,犬用ケージLv0
furniture-20041030,
furniture-10041031,犬用ケージLv1
furniture-20041031,
furniture-10041032,犬用ケージLv2
furniture-20041032,
furniture-10041033,犬用ケージLv3
furniture-20041033,
furniture-10042010,デスク
furniture-20042010,
furniture-10042011,デスク
furniture-20042011,
furniture-10042012,デスク
furniture-20042012,
furniture-10042013,デスク
furniture-20042013,
furniture-10042020,ドローンコンソール
furniture-20042020,
furniture-10042021,ドローンコンソール
furniture-20042021,
furniture-10042022,ドローンコンソール
furniture-20042022,
furniture-10042023,ドローンコンソール
furniture-20042023,
furniture-10042030,コンソール
furniture-20042030,
furniture-10042031,コンソール
furniture-20042031,
furniture-10042032,コンソール
furniture-20042032,
furniture-10042033,コンソール
furniture-20042033,
furniture-10042040,コンピューター
furniture-20042040,
furniture-10042041,コンピューター
furniture-20042041,
furniture-10042042,コンピューター
furniture-20042042,
furniture-10042043,コンピューター
furniture-20042043,
furniture-10042050,作業机
furniture-20042050,
furniture-10042051,作業机
furniture-20042051,
furniture-10042052,作業机
furniture-20042052,
furniture-10042053,作業机
furniture-20042053,
furniture-10042060,プリンターLv0
furniture-20042060,
furniture-10042061,プリンターLv1
furniture-20042061,
furniture-10042062,プリンターLv2
furniture-20042062,
furniture-10042063,プリンターLv3
furniture-20042063,
furniture-10040001,救護室壁紙
furniture-20040001,
furniture-10040002,救護室フロア
furniture-20040002,
furniture-10040003,データルーム壁紙
furniture-20040003,
furniture-10040004,データルームフロア
furniture-20040004,
furniture-10040005,データルーム電線1
furniture-20040005,
furniture-10040006,データルーム電線2
furniture-20040006,
furniture-10040007,データルーム蛍光灯
furniture-20040007,
furniture-10040008,データルーム蛍光灯
furniture-20040008,
furniture-10040009,データルーム椅子
furniture-20040009,
furniture-10040010,救護室未知1
furniture-20040010,
furniture-10040011,救護室未知2
furniture-20040011,
furniture-10040012,救護室赤十字
furniture-20040012,
furniture-10040013,救護室半透明の額絵
furniture-20040013,
furniture-10040101,猫用ケージ-家猫(黄)
furniture-20040101,イエネコのケージ。
furniture-10040102,猫用ケージ-家猫(黒)
furniture-20040102,黒猫のケージ。
furniture-10040103,猫用ケージ-アメリカンショートヘア
furniture-20040103,アメリカンショートヘアのケージ。
furniture-10040104,猫用ケージ-シャム猫
furniture-20040104,シャム猫のケージ。
furniture-10040105,猫用ケージ-サーバル
furniture-20040105,サーバルのケージ。
furniture-10040201,犬小屋-柴犬
furniture-20040201,柴犬の犬小屋。
furniture-10040202,犬小屋-パグ
furniture-20040202,パグの犬小屋。
furniture-10040203,犬小屋-ドーベルマン
furniture-20040203,ドーベルマンの犬小屋。
furniture-10040204,犬小屋-シベリアンハスキー
furniture-20040204,シベリアンハスキーの犬小屋。
furniture-10040205,犬小屋-オールド・イングリッシュ・シープドッグ
furniture-20040205,オールド・イングリッシュ・シープドッグの犬小屋。
furniture-10002701,都会の撮影スタジオ-更衣室
furniture-20002701,戦術人形たちが中で居眠りしたり、怠けたりするのを防ぐため、半透明のカーテンになっている。プライバシーの侵害ではあるが、効果は抜群。
furniture-10002702,都会の撮影スタジオ-キャスタースツール
furniture-20002702,どっしりとした鉄製の台座が使用者を安心させる。本革のクッションもお洒落ではあるが、座面を高速回転させると、飛んでいく恐れがある。
furniture-10002703,都会の撮影スタジオ-フォトグラフ
furniture-20002703,この写真が本物だとしたら、404分隊は任務のないときは、結婚式場で歌を唄っている？では、新郎新婦を祝福して……
furniture-10002704,都会の撮影スタジオ-撮影背景
furniture-20002704,白以上に万能な背景はない。モデルの輪郭をくっきりと浮かび上がらせるため、レタッチ・ポスプロ担当にも好評だが、彼はタイルとフロアには大いに不満らしい。
furniture-10002705,都会の撮影スタジオ-撮影用ライトA
furniture-20002705,「カメラのストロボを焚くと、どうして人物が幽霊みたくなっちゃうのかな？」。それはこの道具を使っていないから。カメラ付属のものは、ほんの子供だましにすぎない。
